,序号,第1名,第2名,第3名,第4名,第5名,第6名,第7名,第8名,第9名,第10名
0,2023-02-23,艾迪精密,汉宇集团,金道科技,爱仕达,绿的谐波,领益智造,昊志机电,阿尔特,光洋股份,国茂股份
1,2023-02-24,艾迪精密,汉宇集团,金道科技,领益智造,光洋股份,阿尔特,国茂股份,优德精密,昊志机电,万里扬
2,2023-02-27,汉宇集团,艾迪精密,金道科技,阿尔特,万里扬,绿的谐波,昊志机电,新时达,优德精密,国茂股份
3,2023-02-28,艾迪精密,金道科技,汉宇集团,阿尔特,领益智造,大族激光,优德精密,绿的谐波,万里扬,南方精工
4,2023-03-01,艾迪精密,金道科技,阿尔特,国茂股份,上海机电,汉宇集团,绿的谐波,大族激光,领益智造,优德精密
5,2023-03-02,金道科技,艾迪精密,国茂股份,汉宇集团,阿尔特,上海机电,大族激光,领益智造,万里扬,昊志机电
6,2023-03-03,艾迪精密,金道科技,国茂股份,阿尔特,上海机电,汉宇集团,万里扬,大族激光,优德精密,昊志机电
7,2023-03-06,金道科技,艾迪精密,万里扬,上海机电,汉宇集团,大叶股份,国茂股份,大族激光,爱仕达,昊志机电
8,2023-03-07,金道科技,艾迪精密,上海机电,万里扬,大叶股份,国茂股份,领益智造,阿尔特,爱仕达,优德精密
9,2023-03-08,金道科技,艾迪精密,上海机电,大叶股份,国茂股份,万里扬,阿尔特,领益智造,优德精密,大族激光
10,2023-03-09,金道科技,上海机电,阿尔特,艾迪精密,万里扬,大叶股份,领益智造,优德精密,昊志机电,国茂股份
11,2023-03-10,金道科技,山子股份,上海机电,阿尔特,艾迪精密,万里扬,优德精密,领益智造,国茂股份,大叶股份
12,2023-03-13,金道科技,上海机电,山子股份,领益智造,大叶股份,万里扬,优德精密,昊志机电,艾迪精密,南方精工
13,2023-03-14,金道科技,山子股份,上海机电,领益智造,优德精密,大叶股份,万里扬,昊志机电,秦川机床,阿尔特
14,2023-03-15,金道科技,上海机电,山子股份,优德精密,大叶股份,领益智造,昊志机电,秦川机床,埃夫特-U,万里扬
15,2023-03-16,金道科技,上海机电,大叶股份,山子股份,秦川机床,新时达,优德精密,昊志机电,领益智造,埃夫特-U
16,2023-03-17,金道科技,上海机电,大叶股份,秦川机床,山子股份,领益智造,昊志机电,埃夫特-U,万里扬,新时达
17,2023-03-20,上海机电,金道科技,领益智造,山子股份,秦川机床,万里扬,昊志机电,埃夫特-U,大叶股份,优德精密
18,2023-03-21,上海机电,领益智造,金道科技,万里扬,秦川机床,山子股份,大叶股份,埃夫特-U,优德精密,昊志机电
19,2023-03-22,上海机电,金道科技,领益智造,埃夫特-U,山子股份,大叶股份,秦川机床,优德精密,万里扬,大族激光
20,2023-03-23,上海机电,大族激光,领益智造,埃夫特-U,金道科技,秦川机床,大叶股份,优德精密,山子股份,万里扬
21,2023-03-24,领益智造,埃夫特-U,秦川机床,大族激光,上海机电,大叶股份,金道科技,新时达,山子股份,万里扬
22,2023-03-27,埃夫特-U,秦川机床,大族激光,昊志机电,新时达,领益智造,大叶股份,上海机电,万里扬,优德精密
23,2023-03-28,昊志机电,埃夫特-U,新时达,领益智造,大叶股份,秦川机床,上海机电,优德精密,大族激光,中大力德
24,2023-03-29,埃夫特-U,昊志机电,领益智造,新时达,秦川机床,大族激光,大叶股份,上海机电,优德精密,万里扬
25,2023-03-30,领益智造,埃夫特-U,昊志机电,大族激光,双环传动,秦川机床,大叶股份,上海机电,山子股份,优德精密
26,2023-03-31,领益智造,埃夫特-U,中大力德,昊志机电,秦川机床,大族激光,大叶股份,新时达,双环传动,上海机电
27,2023-04-03,领益智造,埃夫特-U,昊志机电,中大力德,大族激光,秦川机床,双环传动,新时达,山子股份,上海机电
28,2023-04-04,领益智造,埃夫特-U,大族激光,昊志机电,秦川机床,新时达,中大力德,上海机电,双环传动,优德精密
29,2023-04-06,领益智造,秦川机床,埃夫特-U,大族激光,昊志机电,绿的谐波,中大力德,双环传动,新时达,上海机电
30,2023-04-07,大族激光,秦川机床,绿的谐波,领益智造,埃夫特-U,昊志机电,双环传动,上海机电,中大力德,新时达
31,2023-04-10,秦川机床,绿的谐波,领益智造,埃夫特-U,昊志机电,大族激光,上海机电,双环传动,恒锋工具,新时达
32,2023-04-11,秦川机床,埃夫特-U,领益智造,昊志机电,大族激光,绿的谐波,上海机电,双环传动,恒锋工具,英洛华
33,2023-04-12,绿的谐波,昊志机电,埃夫特-U,秦川机床,领益智造,中大力德,大族激光,新时达,上海机电,双环传动
34,2023-04-13,绿的谐波,昊志机电,埃夫特-U,秦川机床,领益智造,中大力德,恒锋工具,上海机电,大族激光,双环传动
35,2023-04-14,绿的谐波,埃夫特-U,昊志机电,秦川机床,领益智造,大族激光,恒锋工具,上海机电,中大力德,英洛华
36,2023-04-17,绿的谐波,昊志机电,埃夫特-U,中大力德,双环传动,秦川机床,汉宇集团,领益智造,英洛华,上海机电
37,2023-04-18,绿的谐波,埃夫特-U,昊志机电,汉宇集团,秦川机床,双环传动,英洛华,领益智造,中大力德,上海机电
38,2023-04-19,绿的谐波,昊志机电,埃夫特-U,秦川机床,汉宇集团,英洛华,中大力德,上海机电,领益智造,双环传动
39,2023-04-20,绿的谐波,秦川机床,埃夫特-U,昊志机电,中大力德,汉宇集团,领益智造,英洛华,上海机电,山子股份
40,2023-04-21,绿的谐波,秦川机床,上海机电,汉宇集团,埃夫特-U,山子股份,阿尔特,昊志机电,英洛华,双环传动
41,2023-04-24,绿的谐波,上海机电,山子股份,英洛华,秦川机床,领益智造,汉宇集团,双环传动,阿尔特,国茂股份
42,2023-04-25,上海机电,山子股份,绿的谐波,英洛华,阿尔特,领益智造,金道科技,秦川机床,汉宇集团,国茂股份
43,2023-04-26,上海机电,山子股份,英洛华,绿的谐波,阿尔特,秦川机床,国茂股份,领益智造,江南奕帆,金道科技
44,2023-04-27,上海机电,山子股份,绿的谐波,国茂股份,阿尔特,英洛华,秦川机床,金道科技,中马传动,江南奕帆
45,2023-04-28,上海机电,山子股份,绿的谐波,阿尔特,秦川机床,领益智造,国茂股份,英洛华,恒锋工具,联诚精密
46,2023-05-04,上海机电,绿的谐波,山子股份,阿尔特,埃夫特-U,国茂股份,中马传动,秦川机床,汉宇集团,新时达
47,2023-05-05,上海机电,绿的谐波,山子股份,新时达,埃夫特-U,汉宇集团,领益智造,中马传动,阿尔特,金道科技
48,2023-05-08,上海机电,阿尔特,汉宇集团,新时达,绿的谐波,艾迪精密,中马传动,山子股份,秦川机床,埃夫特-U
49,2023-05-09,上海机电,中马传动,阿尔特,艾迪精密,新时达,山子股份,汉宇集团,联诚精密,领益智造,金道科技
50,2023-05-10,上海机电,阿尔特,中马传动,新时达,艾迪精密,汉宇集团,埃夫特-U,联诚精密,山子股份,领益智造
51,2023-05-11,上海机电,新时达,中马传动,阿尔特,汉宇集团,联诚精密,领益智造,艾迪精密,山子股份,优德精密
52,2023-05-12,中马传动,上海机电,新时达,阿尔特,联诚精密,艾迪精密,山子股份,汉宇集团,优德精密,秦川机床
53,2023-05-15,上海机电,中马传动,阿尔特,艾迪精密,秦川机床,新时达,联诚精密,汉宇集团,山子股份,优德精密
54,2023-05-16,中马传动,上海机电,新时达,汉宇集团,江南奕帆,秦川机床,艾迪精密,阿尔特,联诚精密,优德精密
55,2023-05-17,上海机电,新时达,汉宇集团,江南奕帆,优德精密,联诚精密,中马传动,秦川机床,艾迪精密,阿尔特
56,2023-05-18,优德精密,新时达,埃夫特-U,襄阳轴承,汉宇集团,上海机电,艾迪精密,秦川机床,领益智造,绿的谐波
57,2023-05-19,优德精密,新时达,领益智造,汉宇集团,艾迪精密,襄阳轴承,绿的谐波,埃夫特-U,秦川机床,联诚精密
58,2023-05-22,优德精密,新时达,汉宇集团,中大力德,襄阳轴承,埃夫特-U,艾迪精密,联诚精密,绿的谐波,巨轮智能
59,2023-05-23,优德精密,新时达,中大力德,汉宇集团,襄阳轴承,爱仕达,江南奕帆,艾迪精密,埃夫特-U,联诚精密
60,2023-05-24,优德精密,中大力德,新时达,汉宇集团,昊志机电,巨轮智能,埃夫特-U,襄阳轴承,江南奕帆,联诚精密
61,2023-05-25,优德精密,新时达,中大力德,联诚精密,昊志机电,埃夫特-U,汉宇集团,巨轮智能,江南奕帆,秦川机床
62,2023-05-26,优德精密,新时达,中大力德,埃夫特-U,联诚精密,昊志机电,光洋股份,汉宇集团,秦川机床,绿的谐波
63,2023-05-29,优德精密,中大力德,新时达,昊志机电,埃夫特-U,秦川机床,联诚精密,汉宇集团,绿的谐波,光洋股份
64,2023-05-30,优德精密,中大力德,新时达,埃夫特-U,昊志机电,汉宇集团,绿的谐波,秦川机床,联诚精密,光洋股份
65,2023-05-31,优德精密,中大力德,绿的谐波,新时达,昊志机电,埃夫特-U,汉宇集团,秦川机床,光洋股份,巨轮智能
66,2023-06-01,优德精密,中大力德,昊志机电,绿的谐波,秦川机床,新时达,埃夫特-U,江南奕帆,光洋股份,巨轮智能
67,2023-06-02,优德精密,昊志机电,中大力德,绿的谐波,秦川机床,江南奕帆,光洋股份,巨轮智能,南方精工,爱仕达
68,2023-06-05,优德精密,中大力德,昊志机电,绿的谐波,光洋股份,江南奕帆,秦川机床,汉宇集团,爱仕达,南方精工
69,2023-06-06,优德精密,中大力德,昊志机电,南方精工,绿的谐波,光洋股份,秦川机床,汉宇集团,江南奕帆,双飞股份
70,2023-06-07,优德精密,中大力德,昊志机电,绿的谐波,秦川机床,南方精工,光洋股份,汉宇集团,双飞股份,爱仕达
71,2023-06-08,优德精密,中大力德,昊志机电,南方精工,绿的谐波,阿尔特,光洋股份,汉宇集团,江南奕帆,新时达
72,2023-06-09,优德精密,中大力德,昊志机电,绿的谐波,阿尔特,南方精工,光洋股份,汉宇集团,领益智造,江南奕帆
73,2023-06-12,优德精密,阿尔特,中大力德,昊志机电,绿的谐波,南方精工,光洋股份,新时达,领益智造,襄阳轴承
74,2023-06-13,优德精密,阿尔特,中大力德,昊志机电,南方精工,光洋股份,绿的谐波,领益智造,襄阳轴承,新时达
75,2023-06-14,优德精密,中大力德,阿尔特,昊志机电,南方精工,双环传动,光洋股份,领益智造,新时达,国茂股份
76,2023-06-15,阿尔特,中大力德,优德精密,南方精工,昊志机电,新时达,双环传动,光洋股份,汉宇集团,国茂股份
77,2023-06-16,阿尔特,中大力德,新时达,南方精工,中马传动,昊志机电,光洋股份,优德精密,双环传动,宁波东力
78,2023-06-19,阿尔特,中大力德,新时达,双环传动,昊志机电,绿的谐波,中马传动,南方精工,光洋股份,汉宇集团
79,2023-06-20,阿尔特,中大力德,新时达,绿的谐波,昊志机电,双环传动,南方精工,中马传动,埃夫特-U,秦川机床
80,2023-06-21,新时达,阿尔特,中大力德,南方精工,中马传动,双环传动,绿的谐波,昊志机电,秦川机床,埃夫特-U
81,2023-06-26,新时达,南方精工,中马传动,中大力德,阿尔特,昊志机电,双环传动,秦川机床,绿的谐波,蓝黛科技
82,2023-06-27,南方精工,中马传动,新时达,中大力德,阿尔特,昊志机电,秦川机床,双环传动,绿的谐波,巨轮智能
83,2023-06-28,中马传动,南方精工,中大力德,新时达,昊志机电,阿尔特,双环传动,秦川机床,优德精密,襄阳轴承
84,2023-06-29,中马传动,南方精工,新时达,优德精密,昊志机电,中大力德,双环传动,阿尔特,巨轮智能,襄阳轴承
85,2023-06-30,中马传动,昊志机电,南方精工,新时达,中大力德,双环传动,优德精密,阿尔特,襄阳轴承,巨轮智能
86,2023-07-03,中马传动,昊志机电,南方精工,优德精密,新时达,襄阳轴承,中大力德,巨轮智能,阿尔特,双环传动
87,2023-07-04,昊志机电,中马传动,优德精密,南方精工,新时达,襄阳轴承,中大力德,巨轮智能,阿尔特,双环传动
88,2023-07-05,昊志机电,中马传动,优德精密,南方精工,新时达,中大力德,襄阳轴承,阿尔特,双环传动,巨轮智能
89,2023-07-06,昊志机电,中马传动,优德精密,新时达,中大力德,襄阳轴承,巨轮智能,双环传动,阿尔特,南方精工
90,2023-07-07,优德精密,昊志机电,中马传动,新时达,中大力德,双环传动,巨轮智能,襄阳轴承,阿尔特,南方精工
91,2023-07-10,昊志机电,优德精密,新时达,中马传动,双环传动,中大力德,巨轮智能,双飞股份,襄阳轴承,南方精工
92,2023-07-11,昊志机电,中马传动,新时达,优德精密,双环传动,中大力德,双飞股份,巨轮智能,南方精工,襄阳轴承
93,2023-07-12,中马传动,昊志机电,新时达,优德精密,双飞股份,中大力德,巨轮智能,双环传动,襄阳轴承,南方精工
94,2023-07-13,昊志机电,中马传动,优德精密,新时达,中大力德,巨轮智能,双飞股份,双环传动,襄阳轴承,南方精工
95,2023-07-14,昊志机电,中马传动,优德精密,新时达,巨轮智能,双飞股份,襄阳轴承,中大力德,南方精工,光洋股份
96,2023-07-17,中马传动,昊志机电,优德精密,新时达,巨轮智能,襄阳轴承,双飞股份,中大力德,南方精工,英洛华
97,2023-07-18,中马传动,昊志机电,优德精密,巨轮智能,襄阳轴承,双飞股份,新时达,双环传动,南方精工,英洛华
98,2023-07-19,中马传动,昊志机电,襄阳轴承,优德精密,巨轮智能,双飞股份,南方精工,新时达,蓝黛科技,英洛华
99,2023-07-20,中马传动,昊志机电,襄阳轴承,优德精密,巨轮智能,双飞股份,南方精工,联诚精密,大叶股份,英洛华
